,report.entry-url,assertion.code,report.base-taxonomy,report.document-type,assertion.run-date,report.accepted-timestamp,report.accession,entity.code,entity.name,assertion.type
0,http://www.sec.gov/Archives/edgar/data/1840317/000121390024108485/ea0224057-s1_veeainc.htm,DQC.US.0099.9533,US GAAP 2024,S-1,2024-12-13,2024-12-13 06:04:00,0001213900-24-108485,0001840317,VEEA INC.,0099
1,http://www.sec.gov/Archives/edgar/data/1980295/000198029524000021/ima10q_31oct2024.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-12-12,2024-12-12 16:38:00,0001980295-24-000021,0001980295,IMA TECH,0099
2,http://www.sec.gov/Archives/edgar/data/1346610/000121390024108286/ea0224177-posam1_soslimited.htm,DQC.US.0099.9533,US GAAP 2024,POS AM,2024-12-12,2024-12-12 15:01:00,0001213900-24-108286,0001346610,SOS Limited,0099
3,http://www.sec.gov/Archives/edgar/data/1504239/000119983524000544/pcnt-10q.htm,DQC.US.0099.9533,US GAAP 2023,10-Q,2024-12-12,2024-12-12 12:42:00,0001199835-24-000544,0001504239,"POINT OF CARE NANO-TECHNOLOGY, INC.",0099
4,http://www.sec.gov/Archives/edgar/data/1474167/000147793224007979/cosm_s1a.htm,DQC.US.0099.9533,US GAAP 2024,S-1/A,2024-12-11,2024-12-10 16:59:00,0001477932-24-007979,0001474167,COSMOS HEALTH INC.,0099
5,http://www.sec.gov/Archives/edgar/data/74046/000007404624000094/odc-20241031.htm,DQC.US.0099.9533,US GAAP 2023,10-Q,2024-12-09,2024-12-09 16:08:00,0000074046-24-000094,0000074046,OIL-DRI CORPORATION OF AMERICA,0099
6,http://www.sec.gov/Archives/edgar/data/1634117/000163411724000130/bned-20241026.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-12-09,2024-12-09 09:06:00,0001634117-24-000130,0001634117,"BARNES & NOBLE EDUCATION, INC.",0099
7,http://www.sec.gov/Archives/edgar/data/1840317/000121390024106542/ea0222796-s1_veeainc.htm,DQC.US.0099.9533,US GAAP 2024,S-1,2024-12-09,2024-12-06 17:02:00,0001213900-24-106542,0001840317,VEEA INC.,0099
8,http://www.sec.gov/Archives/edgar/data/1193311/000119312524271510/d880088ds4.htm,DQC.US.0099.9533,US GAAP 2024,S-4,2024-12-05,2024-12-05 16:07:00,0001193125-24-271510,0001193311,Oncor Electric Delivery Company LLC,0099
9,http://www.sec.gov/Archives/edgar/data/1409171/000140917124000106/titn-20241031.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-12-05,2024-12-05 16:03:00,0001409171-24-000106,0001409171,TITAN MACHINERY INC.,0099
10,http://www.sec.gov/Archives/edgar/data/744187/000093041324003270/c110595_10q-ixbrl.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-12-05,2024-12-05 15:39:00,0000930413-24-003270,0000744187,REX AMERICAN RESOURCES CORPORATION,0099
11,http://www.sec.gov/Archives/edgar/data/1462223/000165495424015188/nixx_s1.htm,DQC.US.0099.9533,US GAAP 2024,S-1,2024-12-05,2024-12-05 11:01:00,0001654954-24-015188,0001462223,"NIXXY, INC.",0099
12,http://www.sec.gov/Archives/edgar/data/1504239/000119983524000539/pcnt-10q.htm,DQC.US.0099.9533,US GAAP 2023,10-Q/A,2024-12-05,2024-12-05 10:56:00,0001199835-24-000539,0001504239,"POINT OF CARE NANO-TECHNOLOGY, INC.",0099
13,http://www.sec.gov/Archives/edgar/data/1888846/000159991624000309/ultimate_10q125o.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-12-05,2024-12-05 07:59:00,0001599916-24-000309,0001888846,"Ultimate Holdings GROUP, Inc.",0099
14,http://www.sec.gov/Archives/edgar/data/1877461/000147793224007829/cbdw_s1a.htm,DQC.US.0099.9533,US GAAP 2024,S-1/A,2024-12-04,2024-12-04 15:08:00,0001477932-24-007829,0001877461,1606 Corp.,0099
15,http://www.sec.gov/Archives/edgar/data/1504239/000119983524000533/pcnt-10q.htm,DQC.US.0099.9533,US GAAP 2023,10-Q,2024-12-04,2024-12-03 17:24:00,0001199835-24-000533,0001504239,"POINT OF CARE NANO-TECHNOLOGY, INC.",0099
16,http://www.sec.gov/Archives/edgar/data/1474167/000147793224007723/cosm_s1a.htm,DQC.US.0099.9533,US GAAP 2024,S-1/A,2024-11-28,2024-11-27 17:27:00,0001477932-24-007723,0001474167,COSMOS HEALTH INC.,0099
17,http://www.sec.gov/Archives/edgar/data/1072725/000107272524000067/gdrzfform6k112724.htm,DQC.US.0099.9533,US GAAP 2024,6-K,2024-11-27,2024-11-27 16:07:00,0001072725-24-000067,0001072725,GOLD RESERVE LTD.,0099
18,http://www.sec.gov/Archives/edgar/data/1605331/000166357724000297/abqq10k_083124.htm,DQC.US.0099.9533,US GAAP 2024,10-K,2024-11-27,2024-11-26 15:48:00,0001663577-24-000297,0001605331,AB International Group Corp.,0099
19,http://www.sec.gov/Archives/edgar/data/1106213/000119983524000525/srfx-10qa.htm,DQC.US.0099.9533,US GAAP 2024,10-Q/A,2024-11-27,2024-11-25 17:59:00,0001199835-24-000525,0001106213,SEAFARER EXPLORATION CORP.,0099
20,http://www.sec.gov/Archives/edgar/data/1442999/000147793224007595/abti_10qa.htm,DQC.US.0099.9533,US GAAP 2024,10-Q/A,2024-11-25,2024-11-25 06:16:00,0001477932-24-007595,0001442999,"Alterola Biotech, Inc.",0099
21,http://www.sec.gov/Archives/edgar/data/797564/000167479624000026/hstc-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-22,2024-11-21 17:32:00,0001674796-24-000026,0000797564,"HST Global, Inc.",0099
22,http://www.sec.gov/Archives/edgar/data/1818152/000159991624000299/zentrum_q324t.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-22,2024-11-21 16:28:00,0001599916-24-000299,0001818152,"Zentrum Holdings, Inc.",0099
23,http://www.sec.gov/Archives/edgar/data/1276531/000137647424000714/scgy-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-21,2024-11-21 10:58:00,0001376474-24-000714,0001276531,"SCIENTIFIC ENERGY, INC.",0099
24,http://www.sec.gov/Archives/edgar/data/1813744/000159991624000296/worldscan_q324f.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-21,2024-11-19 20:29:00,0001599916-24-000296,0001813744,"World Scan Project, Inc.",0099
25,http://www.sec.gov/Archives/edgar/data/1813744/000159991624000292/worldscan_q224f.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-21,2024-11-19 18:55:00,0001599916-24-000292,0001813744,"World Scan Project, Inc.",0099
26,http://www.sec.gov/Archives/edgar/data/1131903/000109690624002191/fccn-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-21,2024-11-19 17:30:00,0001096906-24-002191,0001131903,SPECTRAL CAPITAL CORPORATION,0099
27,http://www.sec.gov/Archives/edgar/data/1813744/000159991624000290/worldscan_qa3filed.htm,DQC.US.0099.9533,US GAAP 2024,10-Q/A,2024-11-20,2024-11-19 17:10:00,0001599916-24-000290,0001813744,"World Scan Project, Inc.",0099
28,http://www.sec.gov/Archives/edgar/data/1813744/000159991624000287/worldscan_q124f.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-20,2024-11-19 17:00:00,0001599916-24-000287,0001813744,"World Scan Project, Inc.",0099
29,http://www.sec.gov/Archives/edgar/data/1590715/000147793224007457/arec_10q.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-21,2024-11-19 16:20:00,0001477932-24-007457,0001590715,AMERICAN RESOURCES CORPORATION,0099
30,http://www.sec.gov/Archives/edgar/data/1888740/000119983524000522/lseb-10q.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-21,2024-11-19 16:09:00,0001199835-24-000522,0001888740,LSEB CREATIVE CORP.,0099
31,http://www.sec.gov/Archives/edgar/data/1813744/000159991624000278/wdsp_10k23t.htm,DQC.US.0099.9533,US GAAP 2023,10-K,2024-11-21,2024-11-19 15:05:00,0001599916-24-000278,0001813744,"World Scan Project, Inc.",0099
32,http://www.sec.gov/Archives/edgar/data/1643301/000147793224007414/avrw_10q.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-21,2024-11-19 13:33:00,0001477932-24-007414,0001643301,"AVENIR WELLNESS SOLUTIONS, INC.",0099
33,http://www.sec.gov/Archives/edgar/data/1085277/000166357724000294/skvi10q3_093024.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-21,2024-11-19 10:32:00,0001663577-24-000294,0001085277,"Skinvisible, Inc.",0099
34,http://www.sec.gov/Archives/edgar/data/1702015/000159991624000260/aisq2_25o.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-21,2024-11-19 09:03:00,0001599916-24-000260,0001702015,"AIS
HOLDINGS GROUP, INC.",0099
35,http://www.sec.gov/Archives/edgar/data/2008748/000093041324003190/c110515_10q-ixbrl.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-20,2024-11-18 11:41:00,0000930413-24-003190,0002008748,Lord Abbett Private Credit Fund,0099
36,http://www.sec.gov/Archives/edgar/data/1787803/000149315224046286/ex99-1.htm,DQC.US.0099.9533,US GAAP 2024,6-K,2024-11-20,2024-11-15 16:15:00,0001493152-24-046286,0001787803,Meiwu Technology Co Ltd,0099
37,http://www.sec.gov/Archives/edgar/data/1847345/000149315224046277/forms-4a.htm,DQC.US.0099.9533,US GAAP 2024,S-4/A,2024-11-18,2024-11-15 16:06:00,0001493152-24-046277,0001847345,PowerUp Acquisition Corp.,0099
38,http://www.sec.gov/Archives/edgar/data/1319643/000119983524000512/lsmg-10q.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-18,2024-11-15 12:34:00,0001199835-24-000512,0001319643,LODE-STAR MINING INC.,0099
39,http://www.sec.gov/Archives/edgar/data/1352952/000109690624002167/cnfn-20240930.htm,DQC.US.0099.9533,US GAAP 2023,10-Q,2024-11-18,2024-11-15 07:21:00,0001096906-24-002167,0001352952,CFN ENTERPRISES INC.,0099
40,http://www.sec.gov/Archives/edgar/data/1462223/000165495424014482/nixx_10q.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-20,2024-11-14 17:14:00,0001654954-24-014482,0001462223,"NIXXY, INC.",0099
41,http://www.sec.gov/Archives/edgar/data/93314/000147793224007207/vnrx_10q.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-19,2024-11-14 16:24:00,0001477932-24-007207,0000093314,VolitionRx Limited,0099
42,http://www.sec.gov/Archives/edgar/data/842517/000084251724000201/isba-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-19,2024-11-14 16:08:00,0000842517-24-000201,0000842517,ISABELLA BANK CORP,0099
43,http://www.sec.gov/Archives/edgar/data/1495584/000143774924035294/sccv20240930c_10q.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-18,2024-11-14 16:03:00,0001437749-24-035294,0001495584,"Firsthand Technology Value Fund, Inc.",0099
44,http://www.sec.gov/Archives/edgar/data/1652539/000106299324019141/form10q.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-19,2024-11-14 16:00:00,0001062993-24-019141,0001652539,SUSGLOBAL ENERGY CORP.,0099
45,http://www.sec.gov/Archives/edgar/data/844856/000149315224045775/form10-q.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-19,2024-11-14 15:59:00,0001493152-24-045775,0000844856,HEALTHIER CHOICES MANAGEMENT CORP.,0099
46,http://www.sec.gov/Archives/edgar/data/1560672/000156067224000143/earn-20240930.htm,DQC.US.0099.9533,US GAAP 2023,10-Q,2024-11-18,2024-11-14 14:22:00,0001560672-24-000143,0001560672,Ellington Credit Company,0099
47,http://www.sec.gov/Archives/edgar/data/66496/000119312524258285/d884683d10q.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-18,2024-11-14 13:13:00,0001193125-24-258285,0000066496,MILLS MUSIC TRUST,0099
48,http://www.sec.gov/Archives/edgar/data/1543652/000109690624002132/fflo-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-18,2024-11-14 12:55:00,0001096906-24-002132,0001543652,Free Flow USA Inc.,0099
49,http://www.sec.gov/Archives/edgar/data/1355848/000168316824008023/kartoon_i10q-093024.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-19,2024-11-14 08:55:00,0001683168-24-008023,0001355848,"KARTOON STUDIOS, INC.",0099
50,http://www.sec.gov/Archives/edgar/data/2022416/000117891324003686/zk2432270.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-18,2024-11-14 08:30:00,0001178913-24-003686,0002022416,Silexion Therapeutics Corp,0099
51,http://www.sec.gov/Archives/edgar/data/1527702/000166357724000281/iqst10q3_093024.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-18,2024-11-14 08:06:00,0001663577-24-000281,0001527702,iQSTEL Inc.,0099
52,http://www.sec.gov/Archives/edgar/data/1936756/000119983524000499/nbh-10q.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-18,2024-11-13 17:06:00,0001199835-24-000499,0001936756,"NEXT BRIDGE HYDROCARBONS, INC.",0099
53,http://www.sec.gov/Archives/edgar/data/1790169/000106299324019023/form10q.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-18,2024-11-13 16:35:00,0001062993-24-019023,0001790169,Flora Growth Corp.,0099
54,http://www.sec.gov/Archives/edgar/data/1668340/000155278124000598/e24436_bctf-10q.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-18,2024-11-13 16:31:00,0001552781-24-000598,0001668340,"BANCORP 34, INC.",0099
55,http://www.sec.gov/Archives/edgar/data/1868640/000095017024126367/rdzn-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-18,2024-11-13 16:25:00,0000950170-24-126367,0001868640,ROADZEN INC.,0099
56,http://www.sec.gov/Archives/edgar/data/1627469/000159991624000254/photozou_10q324o.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-18,2024-11-13 12:33:00,0001599916-24-000254,0001627469,"Photozou     Holdings, Inc.",0099
57,http://www.sec.gov/Archives/edgar/data/883984/000088398424000042/icui-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-16,2024-11-12 17:01:00,0000883984-24-000042,0000883984,ICU MEDICAL INC/DE,0099
58,http://www.sec.gov/Archives/edgar/data/838875/000119983524000492/wvvi-10q.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-15,2024-11-12 16:30:00,0001199835-24-000492,0000838875,"WILLAMETTE VALLEY VINEYARDS, INC.",0099
59,http://www.sec.gov/Archives/edgar/data/1056358/000105635824000081/mtex-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-15,2024-11-12 16:28:00,0001056358-24-000081,0001056358,"MANNATECH, INCORPORATED",0099
60,http://www.sec.gov/Archives/edgar/data/874501/000087450124000245/ambc-20240930.htm,DQC.US.0099.9533,US GAAP 2023,10-Q,2024-11-15,2024-11-12 16:21:00,0000874501-24-000245,0000874501,"AMBAC FINANCIAL GROUP, INC.",0099
61,http://www.sec.gov/Archives/edgar/data/1504461/000150446124000025/ngl-20240930.htm,DQC.US.0099.9533,US GAAP 2023,10-Q,2024-11-15,2024-11-12 16:20:00,0001504461-24-000025,0001504461,NGL Energy Partners LP,0099
62,http://www.sec.gov/Archives/edgar/data/1411342/000141134224000113/efc-20240930.htm,DQC.US.0099.9533,US GAAP 2023,10-Q,2024-11-15,2024-11-12 15:47:00,0001411342-24-000113,0001411342,ELLINGTON FINANCIAL INC,0099
63,http://www.sec.gov/Archives/edgar/data/1860788/000093041324003120/c110434_10q-ixbrl.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-15,2024-11-12 15:42:00,0000930413-24-003120,0001860788,VanEck Ethereum ETF,0099
64,http://www.sec.gov/Archives/edgar/data/1838028/000093041324003119/c110433_10q-ixbrl.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-15,2024-11-12 15:41:00,0000930413-24-003119,0001838028,VanEck Bitcoin ETF,0099
65,http://www.sec.gov/Archives/edgar/data/932781/000155278124000591/e24429_fcco-10q.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-15,2024-11-12 15:27:00,0001552781-24-000591,0000932781,FIRST COMMUNITY CORPORATION,0099
66,http://www.sec.gov/Archives/edgar/data/763901/000119312524255718/d901446d10q.htm,DQC.US.0099.9533,US GAAP 2023,10-Q,2024-11-15,2024-11-12 14:25:00,0001193125-24-255718,0000763901,"POPULAR, INC.",0099
67,http://www.sec.gov/Archives/edgar/data/38777/000003877724000206/ben-20240930.htm,DQC.US.0099.9533,US GAAP 2023,10-K,2024-11-15,2024-11-12 14:07:00,0000038777-24-000206,0000038777,"FRANKLIN RESOURCES, INC.",0099
68,http://www.sec.gov/Archives/edgar/data/1285785/000161803424000019/mos-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-15,2024-11-12 12:43:00,0001618034-24-000019,0001285785,MOSAIC CO,0099
69,http://www.sec.gov/Archives/edgar/data/351998/000165495424014124/daio_10q.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-14,2024-11-12 11:09:00,0001654954-24-014124,0000351998,DATA I/O CORPORATION,0099
70,http://www.sec.gov/Archives/edgar/data/1489874/000182646624000148/form10-q.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-14,2024-11-12 10:20:00,0001826466-24-000148,0001489874,Golden Growers Cooperative,0099
71,http://www.sec.gov/Archives/edgar/data/80172/000143774924034199/npk20240930_10q.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-12,2024-11-08 16:00:00,0001437749-24-034199,0000080172,NATIONAL PRESTO INDUSTRIES INC,0099
72,http://www.sec.gov/Archives/edgar/data/1653653/000165365324000019/rrr-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-12,2024-11-08 12:55:00,0001653653-24-000019,0001653653,"RED ROCK RESORTS, INC.",0099
73,http://www.sec.gov/Archives/edgar/data/944075/000094407524000083/q3_2024.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-12,2024-11-08 12:30:00,0000944075-24-000083,0000944075,"SOCKET
MOBILE, INC.",0099
74,http://www.sec.gov/Archives/edgar/data/1325814/000132581424000200/fhlbdm-20240930.htm,DQC.US.0099.9533,US GAAP 2023,10-Q,2024-11-12,2024-11-08 11:29:00,0001325814-24-000200,0001325814,Federal Home Loan Bank of Des Moines,0099
75,http://www.sec.gov/Archives/edgar/data/19745/000162828024046369/cpk-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-11,2024-11-07 16:49:00,0001628280-24-046369,0000019745,CHESAPEAKE UTILITIES CORP,0099
76,http://www.sec.gov/Archives/edgar/data/1331451/000133145124000216/fhlbc-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-22,2024-11-07 11:05:00,0001331451-24-000216,0001331451,FEDERAL HOME LOAN BANK OF CHICAGO,0099
77,http://www.sec.gov/Archives/edgar/data/55242/000005524224000067/kmt-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-08,2024-11-06 15:18:00,0000055242-24-000067,0000055242,KENNAMETAL INC.,0099
78,http://www.sec.gov/Archives/edgar/data/1882781/000159991624000242/c2blockq12024o.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-08,2024-11-06 12:39:00,0001599916-24-000242,0001882781,"C2 Blockchain,Inc.",0099
79,http://www.sec.gov/Archives/edgar/data/4904/000000490424000100/aep-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-07,2024-11-06 07:05:00,0000004904-24-000100,0000004904,AMERICAN ELECTRIC POWER CO INC.,0099
80,http://www.sec.gov/Archives/edgar/data/1364885/000162828024045353/spr-20240926.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-08,2024-11-05 17:06:00,0001628280-24-045353,0001364885,"Spirit AeroSystems Holdings, Inc.",0099
81,http://www.sec.gov/Archives/edgar/data/1587732/000158773224000060/ogs-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-06,2024-11-05 16:07:00,0001587732-24-000060,0001587732,"ONE Gas, Inc.",0099
82,http://www.sec.gov/Archives/edgar/data/1037540/000165642324000059/bxp-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-07,2024-11-05 13:23:00,0001656423-24-000059,0001037540,"BXP, INC.",0099
83,http://www.sec.gov/Archives/edgar/data/1171486/000143774924033247/nrp20240930_10q.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-07,2024-11-05 12:02:00,0001437749-24-033247,0001171486,NATURAL RESOURCE PARTNERS LP,0099
84,http://www.sec.gov/Archives/edgar/data/805676/000080567624000149/prk-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-07,2024-11-04 16:15:00,0000805676-24-000149,0000805676,PARK NATIONAL CORPORATION,0099
85,http://www.sec.gov/Archives/edgar/data/728391/000072839124000056/cik0000728391-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-05,2024-10-31 17:39:00,0000728391-24-000056,0000728391,"IPALCO ENTERPRISES, INC.",0099
86,http://www.sec.gov/Archives/edgar/data/787250/000078725024000024/dpl-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-05,2024-10-31 17:39:00,0000787250-24-000024,0000787250,DPL Inc.,0099
87,http://www.sec.gov/Archives/edgar/data/2022416/000117891324003417/zk2432189.htm,DQC.US.0099.9533,US GAAP 2024,S-1,2024-11-05,2024-10-31 17:24:00,0001178913-24-003417,0002022416,Silexion Therapeutics Corp,0099
88,http://www.sec.gov/Archives/edgar/data/1175535/000143774924032829/wstr20240930_10q.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-05,2024-10-31 16:50:00,0001437749-24-032829,0001175535,Whitestone REIT,0099
89,http://www.sec.gov/Archives/edgar/data/1504239/000119983524000483/pcnt-10k.htm,DQC.US.0099.9533,US GAAP 2023,10-K/A,2024-11-05,2024-10-31 16:31:00,0001199835-24-000483,0001504239,"POINT OF CARE NANO-TECHNOLOGY, INC.",0099
90,http://www.sec.gov/Archives/edgar/data/89089/000008908924000175/sci-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-05,2024-10-31 16:11:00,0000089089-24-000175,0000089089,Service Corporation International,0099
91,http://www.sec.gov/Archives/edgar/data/944695/000095017024119438/thg-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-01,2024-10-31 13:40:00,0000950170-24-119438,0000944695,"HANOVER INSURANCE GROUP, INC.",0099
92,http://www.sec.gov/Archives/edgar/data/1057877/000105787724000047/ida-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-01,2024-10-31 07:52:00,0001057877-24-000047,0001057877,"IDACORP, Inc.",0099
93,http://www.sec.gov/Archives/edgar/data/1345126/000134512624000063/codi-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-01,2024-10-30 16:18:00,0001345126-24-000063,0001345126,COMPASS DIVERSIFIED HOLDINGS,0099
94,http://www.sec.gov/Archives/edgar/data/1165002/000116500224000076/whg-20240930.htm,DQC.US.0099.9533,US GAAP 2023,10-Q,2024-11-01,2024-10-30 16:14:00,0001165002-24-000076,0001165002,"WESTWOOD HOLDINGS GROUP, INC.",0099
95,http://www.sec.gov/Archives/edgar/data/34903/000003490324000069/frt-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-11-01,2024-10-30 16:08:00,0000034903-24-000069,0000034903,Federal Realty Investment Trust,0099
96,http://www.sec.gov/Archives/edgar/data/14930/000001493024000157/bcorp-20240928.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-10-31,2024-10-30 14:50:00,0000014930-24-000157,0000014930,Brunswick Corporation,0099
97,http://www.sec.gov/Archives/edgar/data/1111711/000111171124000042/nix-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-10-30,2024-10-30 06:36:00,0001111711-24-000042,0001111711,NiSource Inc.,0099
98,http://www.sec.gov/Archives/edgar/data/1411168/000137647424000622/dug-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-10-30,2024-10-29 16:49:00,0001376474-24-000622,0001411168,Dutch Oven Gold Group Inc.,0099
99,http://www.sec.gov/Archives/edgar/data/1504239/000119983524000476/pcnt-10k.htm,DQC.US.0099.9533,US GAAP 2023,10-K,2024-10-30,2024-10-29 16:46:00,0001199835-24-000476,0001504239,"POINT OF CARE NANO-TECHNOLOGY, INC.",0099
100,http://www.sec.gov/Archives/edgar/data/7789/000000778924000075/asb-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-10-30,2024-10-29 16:17:00,0000007789-24-000075,0000007789,Associated Banc-Corp,0099
101,http://www.sec.gov/Archives/edgar/data/1133421/000113342124000064/noc-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-10-25,2024-10-24 16:07:00,0001133421-24-000064,0001133421,NORTHROP GRUMMAN CORP /DE/,0099
102,http://www.sec.gov/Archives/edgar/data/1043509/000104350924000070/sah-20240930.htm,DQC.US.0099.9533,US GAAP 2023,10-Q,2024-10-25,2024-10-24 16:00:00,0001043509-24-000070,0001043509,"SONIC AUTOMOTIVE, INC.",0099
103,http://www.sec.gov/Archives/edgar/data/1903709/000149315224042337/ex19-1.htm,DQC.US.0099.9533,US GAAP 2024,20-F,2024-10-24,2024-10-24 11:57:00,0001493152-24-042337,0001903709,ANGKASA-X HOLDINGS CORP.,0099
104,http://www.sec.gov/Archives/edgar/data/51644/000005164424000049/ipg-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-10-24,2024-10-23 16:35:00,0000051644-24-000049,0000051644,"INTERPUBLIC GROUP OF COMPANIES, INC.",0099
105,http://www.sec.gov/Archives/edgar/data/101829/000010182924000038/rtx-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-10-23,2024-10-22 17:17:00,0000101829-24-000038,0000101829,RTX CORPORATION,0099
106,http://www.sec.gov/Archives/edgar/data/921082/000092108224000033/hiw-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-10-22,2024-10-22 16:05:00,0000921082-24-000033,0000921082,"HIGHWOODS PROPERTIES, INC.",0099
107,http://www.sec.gov/Archives/edgar/data/1598110/000117891324003359/exhibit_99-1.htm,DQC.US.0099.9533,US GAAP 2024,6-K,2024-10-22,2024-10-22 16:02:00,0001178913-24-003359,0001598110,CyberArk Software Ltd.,0099
108,http://www.sec.gov/Archives/edgar/data/55785/000005578524000094/kmb-20240930.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-10-22,2024-10-22 12:06:00,0000055785-24-000094,0000055785,KIMBERLY-CLARK CORPORATION,0099
109,http://www.sec.gov/Archives/edgar/data/91668/000165495424012988/sodi_10q.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-10-17,2024-10-15 16:05:00,0001654954-24-012988,0000091668,"SOLITRON DEVICES, INC.",0099
110,http://www.sec.gov/Archives/edgar/data/1931055/000166357724000263/mdnc10q_083124.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-10-17,2024-10-15 12:26:00,0001663577-24-000263,0001931055,Medinotec Inc.,0099
111,http://www.sec.gov/Archives/edgar/data/1040470/000165495424012913/aehr_10q.htm,DQC.US.0099.9533,US GAAP 2024,10-Q,2024-10-11,2024-10-11 17:21:00,0001654954-24-012913,0001040470,AEHR TEST SYSTEMS,0099
